statement,statement_clean,speaker,subject,party_affiliation,context,label,y,baseline_pred,final_linear_pred,xgb_pred
All the talk about socialism during the campaign made young people more interested in it by Election Day.,all the talk about socialism during the campaign made young people more interested in it by election day,OTHER,economy,none,OTHER,false,0,1,1,1
"Says Marco Rubio believes the earth is 9,000 years old and that humans hunted dinosaurs to extinction; says Rand Paul believes the earth is 10,000 years old and God removed dinosaurs to make space for humans.",says marco rubio believes the earth is 9 000 years old and that humans hunted dinosaurs to extinction says rand paul believes the earth is 10 000 years old and god removed dinosaurs to make space for humans,facebook-posts,OTHER,none,OTHER,pants-fire,0,1,1,1
"In countries where there are higher, more strict gun laws, there is more gun violence.",in countries where there are higher more strict gun laws there is more gun violence,OTHER,guns,none,OTHER,false,0,1,1,1
"While (Charlie Crist) was governor, utility costs went up 30 percent and went from below the national average to above the national average. Since I got elected, utility rates have come down 11 percent and now we are below the average.",while charlie crist was governor utility costs went up 30 percent and went from below the national average to above the national average since i got elected utility rates have come down 11 percent and now we are below the average,rick-scott,OTHER,republican,a debate,false,0,1,1,1
On supporting right to work legislation in 2015,on supporting right to work legislation in 2015,scott-walker,OTHER,republican,a statement,false,0,1,1,1
"In the Patient Protection and Affordable Care Act, it was the Democrats who cut $500 billion from Medicare. And they also put in place the Independent Payment Advisory Board, 15 unelected bureaucrats, which will be making decisions about health care for our seniors and for all Americans.",in the patient protection and affordable care act it was the democrats who cut 500 billion from medicare and they also put in place the independent payment advisory board 15 unelected bureaucrats which will be making decisions about health care for our seniors and for all americans,allen-west,"health-care,medicare",republican,OTHER,barely-true,1,0,0,1
"POTUS economists: Stimulus Has Cost $278,000 per job.",potus economists stimulus has cost 278 000 per job,john-boehner,stimulus,republican,OTHER,false,0,1,1,1
Says Bill White profiteered in the aftermath of Hurricane Rita.,says bill white profiteered in the aftermath of hurricane rita,rick-perry,OTHER,republican,OTHER,false,0,1,1,1
Metro on whether it could use bond money for restoration.,metro on whether it could use bond money for restoration,OTHER,taxes,none,OTHER,false,0,1,1,1
Barack Obama thinks terrorists just need a good talking to.,barack obama thinks terrorists just need a good talking to,republican-national-committee-republican,terrorism,republican,OTHER,pants-fire,0,1,1,1
The minimum wage has risen $2.35 in the last two years. Thats 31 percent.,the minimum wage has risen 2 35 in the last two years thats 31 percent,OTHER,OTHER,democrat,OTHER,false,0,1,1,1
"Unfortunately, since Mr. Fosters been mayor ... there are less people employed in the city of St. Petersburg than there were prior to his taking office.",unfortunately since mr fosters been mayor there are less people employed in the city of st petersburg than there were prior to his taking office,OTHER,jobs,democrat,OTHER,false,0,1,1,1
"Says U.S. Rep. Ron Kinds stimulus cost taxpayers $278,000 per job.",says u s rep ron kinds stimulus cost taxpayers 278 000 per job,OTHER,OTHER,republican,a news release,false,0,1,1,1
"Under the White Houses budget proposal, we will not be adding more to the national debt by the middle of the decade.",under the white houses budget proposal we will not be adding more to the national debt by the middle of the decade,barack-obama,"deficit,federal-budget",democrat,a press conference,false,0,1,1,1
Says CharlieCrist made it easier for Duke to take your money.,says charliecrist made it easier for duke to take your money,republican-party-florida,OTHER,republican,a campaign commercial,false,0,1,1,1
Says a Barack Obama black imposter joke got a standing ovation at San Angelo rodeo.,says a barack obama black imposter joke got a standing ovation at san angelo rodeo,chain-email,polls,none,OTHER,barely-true,1,1,0,0
We havent yet taken out a negative ad.,we havent yet taken out a negative ad,OTHER,OTHER,republican,a debate,pants-fire,0,1,1,0
"Over the past year ... our 16 counties have hemorrhaged more than 6,000 jobs with no apparent end in sight.",over the past year our 16 counties have hemorrhaged more than 6 000 jobs with no apparent end in sight,OTHER,"economy,stimulus",republican,a press release.,false,0,1,1,1
"Since President Barack Obama took office, you have 1,700 employees just at the Department of Transportation earning over $170,000.",since president barack obama took office you have 1 700 employees just at the department of transportation earning over 170 000,eric-hovde,OTHER,republican,an interview,false,0,1,1,1
"Congress includes 36 people accused of spousal abuse, 84 arrested for drunk driving in the past year, 71 with terrible creditand more.",congress includes 36 people accused of spousal abuse 84 arrested for drunk driving in the past year 71 with terrible creditand more,facebook-posts,OTHER,none,OTHER,pants-fire,0,1,1,1
The Bundy Ranch deal is all about Nevada Sen. Harry Reid using federal violence to take peoples land in his state so he can package it to re-sell it to the Chinese.,the bundy ranch deal is all about nevada sen harry reid using federal violence to take peoples land in his state so he can package it to re sell it to the chinese,blog-posting,OTHER,none,OTHER,pants-fire,0,1,1,0
Says Wisconsin women facing pay discrimination cant do something about it under bill passed by Republicans.,says wisconsin women facing pay discrimination cant do something about it under bill passed by republicans,OTHER,OTHER,democrat,a speech,false,0,1,1,1
The New England Journal of Medicine released a survey the week that President Obama signed Obamacare stating that over 30 percent of American physicians would leave the profession if the government took over health care.,the new england journal of medicine released a survey the week that president obama signed obamacare stating that over 30 percent of american physicians would leave the profession if the government took over health care,michele-bachmann,health-care,republican,OTHER,false,0,1,1,0
"I remember one of [Curt Schillings] teammates said he painted his sock, the bloody sock.",i remember one of curt schillings teammates said he painted his sock the bloody sock,OTHER,OTHER,democrat,OTHER,false,0,1,1,1
Canada sets aside 36 percent of their visas for people with skills they think their country needs. We set aside 6 percent.,canada sets aside 36 percent of their visas for people with skills they think their country needs we set aside 6 percent,michael-bloomberg,immigration,independent,OTHER,false,0,1,1,1
The federal health care law is probably the biggest tax increase ever in the history of our country.,the federal health care law is probably the biggest tax increase ever in the history of our country,rick-scott,"health-care,taxes",republican,OTHER,false,0,1,1,1
Uses headlines to portray Gov. Rick Perry as beholden to special interests.,uses headlines to portray gov rick perry as beholden to special interests,kay-bailey-hutchison,ethics,republican,OTHER,mostly-true,1,1,0,1
"Because of voter fraud, Republican candidates need to do a point or two better to win statewide elections in Wisconsin.",because of voter fraud republican candidates need to do a point or two better to win statewide elections in wisconsin,reince-priebus,OTHER,republican,an interview,false,0,1,1,1
Ohioans want an end to pay-to-play politics.,ohioans want an end to pay to play politics,OTHER,OTHER,democrat,OTHER,false,0,1,1,1
General Motors is the largest corporation in the world again.,general motors is the largest corporation in the world again,joe-biden,OTHER,democrat,OTHER,false,0,1,1,1
Says Ohio Treasurer Josh Mandel supports allowing the United States to default on its obligations.,says ohio treasurer josh mandel supports allowing the united states to default on its obligations,OTHER,"deficit,federal-budget",democrat,a news release,pants-fire,0,1,1,1
A referendum gives the people the chance to decide on cutting the Milwaukee County Board budget by two-thirds,a referendum gives the people the chance to decide on cutting the milwaukee county board budget by two thirds,OTHER,OTHER,republican,a news release,false,0,1,1,1
"Even among second and third generation Muslims in the United States, theres no real assimilation.",even among second and third generation muslims in the united states theres no real assimilation,donald-trump,OTHER,republican,OTHER,false,0,1,1,0
On subsidies for ethanol production.,on subsidies for ethanol production,george-allen,OTHER,republican,a blog post.,false,0,1,1,1
"Says she brought together business, labor and hospitals to give 94,000 Oregon children health care.",says she brought together business labor and hospitals to give 94 000 oregon children health care,OTHER,health-care,democrat,OTHER,mostly-true,1,1,0,0
Latina who enthusiastically supported Donald Trump on stage in Las Vegas in October 2015 has been deported.,latina who enthusiastically supported donald trump on stage in las vegas in october 2015 has been deported,blog-posting,immigration,none,OTHER,pants-fire,0,1,1,0
"What I look at every month is how many more New Jerseyans are back to work. You have another 9,900 last month that are back to work and over almost 90,000 that are back to work now since I became governor.",what i look at every month is how many more new jerseyans are back to work you have another 9 900 last month that are back to work and over almost 90 000 that are back to work now since i became governor,chris-christie,jobs,republican,a news conference,false,0,1,1,1
Says the secret John Doe criminal investigation of his campaign has been resolved and two judges have said it is over.,says the secret john doe criminal investigation of his campaign has been resolved and two judges have said it is over,scott-walker,OTHER,republican,a TV interview,false,0,1,1,1
"I'll tell you what I can tell this country: If they want a president who doesn't believe in God, there's probably plenty of choices.",i'll tell you what i can tell this country if they want a president who doesn't believe in god there's probably plenty of choices,OTHER,OTHER,republican,OTHER,false,0,1,1,1
Drinking champagne could help prevent Alzheimers and other forms of dementia.,drinking champagne could help prevent alzheimers and other forms of dementia,OTHER,OTHER,none,OTHER,false,0,1,1,1
Ford is moving all of their small-car production to Mexico.,ford is moving all of their small car production to mexico,donald-trump,OTHER,republican,OTHER,mostly-true,1,1,0,0
"For every dollar (in the stimulus package) that is spent to help small businesses, $4 is being spent to help upkeep the grass on the lawns of Washington.",for every dollar in the stimulus package that is spent to help small businesses 4 is being spent to help upkeep the grass on the lawns of washington,eric-cantor,"economy,stimulus",republican,OTHER,false,0,1,1,1
Says that his transportation budget and Ohio Turnpike plan would make sure we have lower tolls than weve had through the history of the turnpike.,says that his transportation budget and ohio turnpike plan would make sure we have lower tolls than weve had through the history of the turnpike,john-kasich,transportation,republican,OTHER,pants-fire,0,1,1,1
Says Hillary Clintons State Department blocked investigation into Orlando killers mosque.,says hillary clintons state department blocked investigation into orlando killers mosque,blog-posting,terrorism,none,an article,false,0,1,1,0
The Madison-Milwaukee (high-speed) train line is dead.,the madison milwaukee high speed train line is dead,scott-walker,OTHER,republican,OTHER,false,0,1,1,1
I never favored cap and trade.,i never favored cap and trade,newt-gingrich,OTHER,republican,OTHER,false,0,1,1,1
"The runnerup to Caitlyn Jenner for ESPNs Arthur Ashe Courage Award was Army veteran Noah Galloway, who lost an arm and leg to a roadside bomb in Iraq.",the runnerup to caitlyn jenner for espns arthur ashe courage award was army veteran noah galloway who lost an arm and leg to a roadside bomb in iraq,facebook-posts,OTHER,none,OTHER,pants-fire,0,1,1,0
Says the Simpson-Bowles deficit reduction proposal went from President Barack Obamas desk to the garbage can.,says the simpson bowles deficit reduction proposal went from president barack obamas desk to the garbage can,OTHER,OTHER,republican,OTHER,false,0,1,1,1
President Obama and liberal former DNC Chairman Tim Kaines $787 billion stimulus failed to create jobs.,president obama and liberal former dnc chairman tim kaines 787 billion stimulus failed to create jobs,national-republican-senatorial-committee,OTHER,republican,a press release.,false,0,0,1,1
Says the National Labor Relations Board told Boeing that it cant build a factory in a non-union state.,says the national labor relations board told boeing that it cant build a factory in a non union state,mitt-romney,OTHER,republican,OTHER,false,0,1,1,1
On Donald Trumps track record in business,on donald trumps track record in business,mitt-romney,candidates-biography,republican,OTHER,false,0,1,1,1
The amount of money that we put into running our own state legislature is nearly as much as we put into the University of Rhode Island.,the amount of money that we put into running our own state legislature is nearly as much as we put into the university of rhode island,OTHER,OTHER,republican,a radio interview,false,0,1,1,1
"Says after leaving the White House, Hillary Clinton was forced to return an estimated $200,000 in White House china, furniture and artwork that she had stolen.",says after leaving the white house hillary clinton was forced to return an estimated 200 000 in white house china furniture and artwork that she had stolen,viral-image,ethics,none,OTHER,barely-true,1,1,0,0
Says the oil industry subsidies that President Barack Obama is attacking dont exist,says the oil industry subsidies that president barack obama is attacking dont exist,OTHER,OTHER,republican,a news conference,false,0,1,1,1
"Says Bill Pascrell voted to eliminate all estate taxes for billionaires, and I voted no.",says bill pascrell voted to eliminate all estate taxes for billionaires and i voted no,OTHER,"message-machine-2012,taxes",democrat,a video posted on YouTube,barely-true,1,1,0,0
State employees are actually going to get a pay raise.,state employees are actually going to get a pay raise,john-kasich,state-budget,republican,a news conference,false,0,1,1,1
Congressman Kasich wants to use our tax dollars to give secret bonuses to his corporate friends.,congressman kasich wants to use our tax dollars to give secret bonuses to his corporate friends,OTHER,OTHER,democrat,a campaign video,pants-fire,0,1,1,1
Property tax exemptions can be granted to small businesses that move into Milwaukee County.,property tax exemptions can be granted to small businesses that move into milwaukee county,chris-abele,OTHER,none,OTHER,false,0,1,1,1
Gov. Sarah Palin got precisely zero support for her call for Alaskas Democratic Senator Mark Begich to resign because Ted Stevens corruption conviction was overturned.,gov sarah palin got precisely zero support for her call for alaskas democratic senator mark begich to resign because ted stevens corruption conviction was overturned,rachel-maddow,OTHER,none,OTHER,false,0,1,1,1
Says opponent David Dewhurst is a career politician.,says opponent david dewhurst is a career politician,OTHER,candidates-biography,republican,OTHER,false,0,1,1,1
Says Virginia economic development officials decided they didnt want to bid on his companys electric automobile plant.,says virginia economic development officials decided they didnt want to bid on his companys electric automobile plant,OTHER,OTHER,democrat,a news conference.,false,0,1,1,1
The cost-of-living increase in Social Security is tied to wage inflation.,the cost of living increase in social security is tied to wage inflation,rick-santorum,OTHER,republican,"an interview on NBC's ""Meet the Press""",false,0,1,1,1
The Department of Health and Human Services is providing $160 million to the state of Pennsylvania to set up a new high-risk insurance pool program that would cover any abortion legal in the state.,the department of health and human services is providing 160 million to the state of pennsylvania to set up a new high risk insurance pool program that would cover any abortion legal in the state,john-boehner,"abortion,health-care",republican,a news release,false,0,1,1,1
Says David Prosser = Scott Walker.,says david prosser scott walker,greater-wisconsin-political-fund,OTHER,none,a television ad,half-true,1,1,0,1
"Stimulus tax cuts ""began showing up in paychecks of 4.8 million Indiana households about three months ago.""",stimulus tax cuts began showing up in paychecks of 4 8 million indiana households about three months ago,barack-obama,OTHER,democrat,OTHER,false,0,1,1,1
Barack Obama has doubled our national debt. Doubled it. Its going to be close to $20 trillion when he leaves.,barack obama has doubled our national debt doubled it its going to be close to 20 trillion when he leaves,donald-trump,OTHER,republican,OTHER,half-true,1,1,0,0
"Say Matt Wand cut Troutdale police, created a slush fund for himself.",say matt wand cut troutdale police created a slush fund for himself,OTHER,OTHER,democrat,a campaign mailer,pants-fire,0,0,1,1
Were second only to Boston in college students per capita.,were second only to boston in college students per capita,chris-abele,education,none,a speech,false,0,1,1,1
"Under Obamacare, The IRS will have access to the American peoples protected health care information.",under obamacare the irs will have access to the american peoples protected health care information,eric-cantor,"health-care,taxes",republican,a floor speech.,pants-fire,0,1,1,1
White men account for 69 percent of those arrested for violent crimes.,white men account for 69 percent of those arrested for violent crimes,OTHER,crime,columnist,OTHER,false,0,1,1,1
''The leading Democratic candidate once said that the unfettered free market is the most destructive force in modern America.'',''the leading democratic candidate once said that the unfettered free market is the most destructive force in modern america '',rudy-giuliani,economy,republican,OTHER,false,0,1,1,1
"We have trade agreements with 20 countries, and we have trade surpluses with each one of those 20.",we have trade agreements with 20 countries and we have trade surpluses with each one of those 20,OTHER,trade,democrat,an interview.,false,0,1,1,1
Congress' approval rating is 11 percent. You know who's higher? Dick Cheney and HMOs.,congress' approval rating is 11 percent you know who's higher dick cheney and hmos,bill-richardson,job-accomplishments,democrat,OTHER,false,0,1,1,1
Oil companies ...currently have 68-million acres that they're not using.,oil companies currently have 68 million acres that they're not using,barack-obama,energy,democrat,OTHER,false,0,1,1,1
"Scientists tell us that we could have a cure in 10 years for Alzheimers were it not for overzealous regulators, excessive taxation and greedy litigators.",scientists tell us that we could have a cure in 10 years for alzheimers were it not for overzealous regulators excessive taxation and greedy litigators,michele-bachmann,OTHER,republican,OTHER,pants-fire,0,1,1,0
"During Obamas first five years as president, black unemployment increased 42 percent. During Reagans presidency, black unemployment dropped 20 percent.",during obamas first five years as president black unemployment increased 42 percent during reagans presidency black unemployment dropped 20 percent,facebook-posts,OTHER,none,a meme on social media,pants-fire,0,1,1,1
Says Thomas Jefferson said that government is best which governs least.,says thomas jefferson said that government is best which governs least,scott-walker,OTHER,republican,a tweet,false,0,1,1,1
If Trump had just put his fathers money in a mutual fund ... hed have $8 billion.,if trump had just put his fathers money in a mutual fund hed have 8 billion,occupy-democrats,OTHER,organization,a Facebook post,false,0,1,1,0
"McCain ""hasn't held executive responsibility.""",mccain hasn't held executive responsibility,OTHER,candidates-biography,democrat,OTHER,false,0,1,1,1
Forty-five percent of doctors say theyll quit if health care reform passes.,forty five percent of doctors say theyll quit if health care reform passes,glenn-beck,"health-care,pundits",none,OTHER,false,0,1,1,1
I have never said that I don't wear flag pins or refuse to wear flag pins.,i have never said that i don't wear flag pins or refuse to wear flag pins,barack-obama,patriotism,democrat,OTHER,false,0,1,1,1
The governor has made a commitment to billions of dollars in debt and new spending without any explanation of how he plans to pay that money back.,the governor has made a commitment to billions of dollars in debt and new spending without any explanation of how he plans to pay that money back,OTHER,transportation,democrat,a news release.,pants-fire,0,1,1,1
There is no clinical evidence that vaccinating healthcare workers protects patients.,there is no clinical evidence that vaccinating healthcare workers protects patients,OTHER,OTHER,OTHER,OTHER,false,0,1,1,1
I made a bunch of these promises during the campaign. ... Weve got about 60 percent done in three years.,i made a bunch of these promises during the campaign weve got about 60 percent done in three years,barack-obama,OTHER,democrat,OTHER,false,0,1,1,1
Some of the wealthiest Americans are African-American now.,some of the wealthiest americans are african american now,OTHER,OTHER,none,OTHER,false,0,1,1,0
Theres 400 more people working in health care today in New Hampshire than when we passed the budget.,theres 400 more people working in health care today in new hampshire than when we passed the budget,OTHER,OTHER,republican,OTHER,false,0,1,1,1
"Claims that Obama said, ""For those who oppose our policies, you should just shut up and go away.""",claims that obama said for those who oppose our policies you should just shut up and go away,OTHER,OTHER,republican,OTHER,false,0,1,1,0
"Says, Yet in Salem they have traditionally waited until the money is almost gone to pay for the most important things in our states budget.",says yet in salem they have traditionally waited until the money is almost gone to pay for the most important things in our states budget,OTHER,"education,state-budget",republican,OTHER,false,0,1,1,1
Four members of the Rhode Island General Assembly went to vote in 2010 and were told they had already voted.,four members of the rhode island general assembly went to vote in 2010 and were told they had already voted,OTHER,OTHER,republican,OTHER,false,0,1,1,1
"The Democrat-backed health care reform plan ""will require (Americans) to subsidize abortion with their hard-earned tax dollars.""",the democrat backed health care reform plan will require americans to subsidize abortion with their hard earned tax dollars,john-boehner,OTHER,republican,OTHER,false,0,1,1,1
This is the first time in the history that weve had the raising of a debt limit also with spending cuts.,this is the first time in the history that weve had the raising of a debt limit also with spending cuts,allen-west,OTHER,republican,an interview on CNN,false,0,1,1,1
Wisconsin was literally broke when Republicans took office in January 2011.,wisconsin was literally broke when republicans took office in january 2011,OTHER,state-budget,republican,a tweet,false,0,1,1,1
"The departments of Commerce, Education and Energy and the EPA saw their spending increase by between 130 percent and 219 percent between 2008 and 2010.",the departments of commerce education and energy and the epa saw their spending increase by between 130 percent and 219 percent between 2008 and 2010,OTHER,OTHER,republican,OTHER,false,0,1,1,0
Says Thom Tillis gives tax breaks to yacht and jet owners.,says thom tillis gives tax breaks to yacht and jet owners,OTHER,OTHER,democrat,a campaign ad,false,0,1,1,1
"During his time as House speaker, unemployment came down from 5.6 percent to under 4 (percent).",during his time as house speaker unemployment came down from 5 6 percent to under 4 percent,newt-gingrich,"job-accomplishments,jobs",republican,a campaign video,false,0,1,1,1
Toomey and Trump will ban abortion and punish women who have them.,toomey and trump will ban abortion and punish women who have them,OTHER,abortion,organization,OTHER,false,0,1,1,0
"Four years as a congressman, he [U.S. Rep. Hank Johnson] never talked about MARTA.",four years as a congressman he u s rep hank johnson never talked about marta,OTHER,transportation,democrat,OTHER,pants-fire,0,1,1,1
"Like me, Scott Walker opposed the 1998 transportation bill and the $9 billion of wasteful spending.",like me scott walker opposed the 1998 transportation bill and the 9 billion of wasteful spending,OTHER,OTHER,republican,OTHER,false,0,1,1,0
"Steve Southerland did not pay his taxes in 05, 06, 07, 08 or 09.",steve southerland did not pay his taxes in 05 06 07 08 or 09,OTHER,"message-machine,taxes",democrat,a TV ad,false,0,1,1,1
Eliminating Obamacare ... saves $95 billion a year.,eliminating obamacare saves 95 billion a year,mitt-romney,OTHER,republican,OTHER,false,0,1,1,1
At least a quarter of those apprehended at the border have criminal records.,at least a quarter of those apprehended at the border have criminal records,david-dewhurst,OTHER,republican,OTHER,false,0,1,1,0
Says President Obamas new immigration plan is amnesty.,says president obamas new immigration plan is amnesty,OTHER,immigration,republican,a news release,barely-true,1,1,0,0
"If you look at the application for a security clearance, I have a clearance that even the president of the United States cannot obtain because of my background.",if you look at the application for a security clearance i have a clearance that even the president of the united states cannot obtain because of my background,allen-west,OTHER,republican,OTHER,pants-fire,0,1,1,0
"Says state Rep. Sandy Pasch, her recall opponent, voted to allow public school employees to use taxpayer dollars to pick up the tab forViagra.",says state rep sandy pasch her recall opponent voted to allow public school employees to use taxpayer dollars to pick up the tab forviagra,alberta-darling,OTHER,republican,OTHER,pants-fire,0,1,1,1
A company hired to do Common Core testing in Florida will attract every one of your children to become as homosexual as they possibly can.,a company hired to do common core testing in florida will attract every one of your children to become as homosexual as they possibly can,OTHER,OTHER,republican,OTHER,pants-fire,0,1,1,0
There is no system to vet refugees from the Middle East.,there is no system to vet refugees from the middle east,donald-trump,OTHER,republican,OTHER,false,0,1,1,0
"Says Chris Christies plan to kick-start our economy is to propose an income tax cut that disproportionately benefits the wealthy, and...hes still proposing it.",says chris christies plan to kick start our economy is to propose an income tax cut that disproportionately benefits the wealthy and hes still proposing it,barbara-buono,taxes,democrat,OTHER,pants-fire,0,1,1,1
Obama used $20 million in federal money to emmigrate (sic) Hamas Refugees to the USA.,obama used 20 million in federal money to emmigrate sic hamas refugees to the usa,chain-email,foreign-policy,none,a chain e-mail,pants-fire,0,1,1,0
I think its seven or eight of the California system of universities dont even teach an American history course. Its not even available to be taught.,i think its seven or eight of the california system of universities dont even teach an american history course its not even available to be taught,rick-santorum,OTHER,republican,OTHER,false,0,1,1,1
Says the governor is going around the state talking about [how] we should fund an income tax cut that benefits higher income earners and not lower income earners,says the governor is going around the state talking about how we should fund an income tax cut that benefits higher income earners and not lower income earners,OTHER,"state-budget,state-finances,taxes",democrat,OTHER,false,0,1,1,0
